source,description,description_clean,unit_clean,quantity,rate,material,grade,emission_factor,ef_unit,cci,cci_outlier,extr_method
PA,"Providing  and  Constructing  of  Solid  Cement  Concrete  Block  Masonry  Work  at  all levels in cement  mortar 1:6 (1Cement:6  Manufactured  Sand) using standard  sizes of 400mm  X 200mm  X 200mm  of solid cement  concrete  blocks  of thickness  as given below, with a minimum  compressive  strength of 35 Kg/Sq Cm conforming  to IS 2185, including all scaffolding,  staging, wastages,  labour, curing, all lifts, raking of joints etc. complete   and  as  directed   and  as  per  specification  ,  drawings and  as  per  the directions of Engineer-in Charge.   ",providing and constructing of solid cement concrete block masonry work at all levels in cement mortar 1 6 1cement 6 manufactured sand using standard sizes of x x of solid cement concrete blocks of thickness as given below with a minimum compressive strength of 35 kg sq cm conforming to is 2185 including all scaffolding staging wastages labour curing all lifts raking of joints etc complete and as directed and as per specification drawings and as per the directions of engineer in charge,m2,6000.0,1255.0,brick,,0.213,kgCO2e/kg,5892.0188,True,keyword
PA,"Providing  and  Constructing  of  Solid  Cement  Concrete  Block  Masonry  Work  at  all levels in cement  mortar 1:6 (1Cement:6  Manufactured  Sand) using standard  sizes of 400mm  X 200mm  X 150mm  of solid cement  concrete  blocks  of thickness  as given below, with a minimum  compressive  strength of 35 Kg/Sq Cm conforming  to IS 2185, including all scaffolding,  staging, wastages,  labour, curing, all lifts, raking of joints etc. complete   and  as  directed   and  as  per  specification   &  drawings   and  as  per  the directions of Engineer-in Charge.",providing and constructing of solid cement concrete block masonry work at all levels in cement mortar 1 6 1cement 6 manufactured sand using standard sizes of x x of solid cement concrete blocks of thickness as given below with a minimum compressive strength of 35 kg sq cm conforming to is 2185 including all scaffolding staging wastages labour curing all lifts raking of joints etc complete and as directed and as per specification drawings and as per the directions of engineer in charge,m2,3000.0,1073.0,brick,,0.213,kgCO2e/kg,5037.5587,True,keyword
PA,"Providing  and  Constructing  of  Solid  Cement  Concrete  Block  Masonry  Work  at  all levels in cement  mortar 1:4 (1Cement:4  Manufactured  Sand) using standard  sizes of 400mm  X 200mm  X 100mm  of solid cement  concrete  blocks  of thickness  as given below, with a minimum  compressive  strength of 35 Kg/Sq Cm conforming  to IS 2185, including all scaffolding,  staging, wastages,  labour, curing, all lifts, raking of joints etc. complete   and  as  directed   and  as  per  specification,  drawings and  as  per  the directions of Engineer-in Charge. Rate to include 75mm thick CC 1:2:4 laid at every 5th course with 2nos. of 8mm rod",providing and constructing of solid cement concrete block masonry work at all levels in cement mortar 1 4 1cement 4 manufactured sand using standard sizes of x x of solid cement concrete blocks of thickness as given below with a minimum compressive strength of 35 kg sq cm conforming to is 2185 including all scaffolding staging wastages labour curing all lifts raking of joints etc complete and as directed and as per specification drawings and as per the directions of engineer in charge rate to include thick cc 1 2 4 laid at every 5th course with 2nos of rod,m2,359.6136,1045.0,brick,,0.213,kgCO2e/kg,4906.1033,True,keyword
PA,"Brick Masonry: Providing & constructing brick masonry in cement mortar 1:6 using defectless,sharp edged first quality table moulded well burnt bricks of strength minimum 35 kg/sqcm, Uniform size, approved quality bricks adequately soaked in water before use for super structure, piers & architectural features etc., including  racking etc., complete at all level as directed by Engineer for: 
a) 230mm thk.",brick masonry providing constructing brick masonry in cement mortar 1 6 using defectless sharp edged first quality table moulded well burnt bricks of strength minimum 35 kg sqcm uniform size approved quality bricks adequately soaked in water before use for super structure piers architectural features etc including racking etc complete at all level as directed by engineer for a thk,m3,15.0,7054.0,brick,,0.213,kgCO2e/kg,33117.3709,True,keyword
PA,"Specification & scope of work same as above but for 115mm thk but in cement mortor 1:4 & by providing a concrete band of 75mm thick with 2nos. Tor 8 longitudinal bars and Tor 8 at 200c/c transverse reinforcement at every twelfth course with M15 grade concrete mix including shuttering etc complete. The rate is inclusive of cost for cutting, bending & placing of reinforcement steel with all leads and lifts.",specification scope of work same as above but for thk but in cement mortor 1 4 by providing a concrete band of thick with 2nos tor 8 longitudinal bars and tor 8 at 200c c transverse reinforcement at every twelfth course with m15 grade concrete mix including shuttering etc complete the rate is inclusive of cost for cutting bending placing of reinforcement steel with all leads and lifts,m2,15.0,1082.0,concrete,M15,30.8315,kgCO2e/m2,35.094,False,keyword
PA,"Size Stone Masonry: Providing and constructing Size stone masonry in CM 1:4 using granite/ trap stones, in courses not less than 150mm high edges of stones hammer ressed through bond stones every 1.5m to 2.0m intervals, joints between stones packed with spalls and cement mortar, exposed joints of stone masonry neatly racked to a depth of 25mm for receiving pointing with necessary tools and plant etc. complete. The masonry shall be so constructed such that the percentage of cement mortar shall not be more than 30% of the total volume of masonry.
a) In foundation & plinth.",size stone masonry providing and constructing size stone masonry in cm 1 4 using granite trap stones in courses not less than high edges of stones hammer ressed through bond stones every 1 5m to 2 0m intervals joints between stones packed with spalls and cement mortar exposed joints of stone masonry neatly racked to a depth of for receiving pointing with necessary tools and plant etc complete the masonry shall be so constructed such that the percentage of cement mortar shall not be more than 30 of the total volume of masonry a in foundation plinth,m3,128.0,5006.0,mortar,,0.208,kgCO2e/kg,24067.3077,True,keyword
PA,"Plastering internal surfaces of walls, beam above wall, brick fins, brick pillars etc. with CM 1:6, 15 mm thick average, according to specification including necessary scaffolding, curing  etc. complete.  The rate shall include the cost of  GI Plaster mesh - 4"" to 6"" wide (manufactured by M/s. Arpita Exports Ltd.,) at the junction of column/ Beam/Lintel. The  rate to include for making patties wherever necessary etc., The work shall include cost of materials, labour, curing, all lead and lifts at all levels, loading and unloading, scaffolding and all other incidental charges etc., complete and as directed by the Engineer-in-charge. (with smooth finish )",plastering internal surfaces of walls beam above wall brick fins brick pillars etc with cm 1 6 thick average according to specification including necessary scaffolding curing etc complete the rate shall include the cost of gi plaster mesh 4 to 6 wide manufactured by m s arpita exports ltd at the junction of column beam lintel the rate to include for making patties wherever necessary etc the work shall include cost of materials labour curing all lead and lifts at all levels loading and unloading scaffolding and all other incidental charges etc complete and as directed by the engineer in charge with smooth finish,m2,14396.3,436.0,brick,,0.213,kgCO2e/kg,2046.9484,True,keyword
PA,"Providing & application of one coat of Gypsum plaster - Buildon or equivalent over one coat of bonding adhesive - Suraksha Bondit on ceilings, Beams & Columns to make the perfect line & plumb as per the site requirement. However, at any given place thickness shall not be less than 6mm-8mm. Rates also including surface preparation, cleaning of debris, shifitng & carting away from the site premises & dumping away from the project premises as per the pollution control board norms, etc., complete as per the instructions of Engineer In Charge.",providing application of one coat of gypsum plaster buildon or equivalent over one coat of bonding adhesive suraksha bondit on ceilings beams columns to make the perfect line plumb as per the site requirement however at any given place thickness shall not be less than rates also including surface preparation cleaning of debris shifitng carting away from the site premises dumping away from the project premises as per the pollution control board norms etc complete as per the instructions of engineer in charge,m2,255441.290625,320.0,plaster,,0.238,kgCO2e/kg,1344.5378,True,keyword
PA,Lobby area,lobby area,m2,2012.581,128.0,plaster,,0.238,kgCO2e/kg,537.8151,False,section_context
PA,Coarse Putty Works for Balconies ceiling and walls,coarse putty works for balconies ceiling and walls,m2,15843.3671875,128.0,plaster,,0.238,kgCO2e/kg,537.8151,False,section_context
PA,"Coarse Putty Works for Internal apartment ceiling, common area, staircase walls & ceilings",coarse putty works for internal apartment ceiling common area staircase walls ceilings,m2,84638.25,128.0,plaster,,0.238,kgCO2e/kg,537.8151,False,section_context
PA,"Providing & rendering 20mm thick sand faced cement plaster on all external block/RCC walls upto all heights consisting of min 12mm thick backing coat of CM 1:4 with addition of approved water proof compound at the rate of 2% by weight of cement & 8mm thick finishing coat using sponge in CM 1:6, including expansion grooves, drip mould, forming pattis, plaster surround, bands etc if any including curing, scaffolding at all levels. The work shall be true to plumb, line & level.",providing rendering thick sand faced cement plaster on all external block rcc walls upto all heights consisting of min thick backing coat of cm 1 4 with addition of approved water proof compound at the rate of 2 by weight of cement thick finishing coat using sponge in cm 1 6 including expansion grooves drip mould forming pattis plaster surround bands etc if any including curing scaffolding at all levels the work shall be true to plumb line level,m2,2763.0,526.0,concrete,M20,5.698,kgCO2e/m2,92.3131,False,keyword_defaultgrade
PA,"Preparing the surface, Providing & applying Plastering to masonry wall, , 12mm thick in single coat to Service shafts, ducts,  etc.,  in CM 1:6 (1 cement: 6 fine sand) finish at all levels,  including  curing fixing of 150mm wide GI plaster mesh Ariptha or equivalent of approved make in the junctions of the masonry & RCC work wherever applicable as per manufacturer's specifications, plastering the mesh in CM 1:2,   The work shall include cost of materials, labour, curing, all lead and lifts at all levels, loading and unloading, scaffolding and all other incidental charges etc., complete and as directed by the Engineer-in-charge. ",preparing the surface providing applying plastering to masonry wall thick in single coat to service shafts ducts etc in cm 1 6 1 cement 6 fine sand finish at all levels including curing fixing of wide gi plaster mesh ariptha or equivalent of approved make in the junctions of the masonry rcc work wherever applicable as per manufacturer s specifications plastering the mesh in cm 1 2 the work shall include cost of materials labour curing all lead and lifts at all levels loading and unloading scaffolding and all other incidental charges etc complete and as directed by the engineer in charge,m2,2470.0,386.0,concrete,M20,3.4188,kgCO2e/m2,112.9051,False,keyword_defaultgrade
PA,"Providing  & applying rough plastering  in CM 1:6, 12mm thick for walls, fixing tiles, granite slabs, marble etc. to line and plumb for walls including scarifying the surface to receive the tiles for Dado backing, scaffolding, curing etc. complete at all levels.",providing applying rough plastering in cm 1 6 thick for walls fixing tiles granite slabs marble etc to line and plumb for walls including scarifying the surface to receive the tiles for dado backing scaffolding curing etc complete at all levels,m2,46835.77142857143,350.0,plaster,,0.238,kgCO2e/kg,1470.5882,True,keyword
PA,"Providing and fixing of 6mm thick annealed, premium GRIHA rated lacquered glass (from Saint-Gobain ) of approved color by Architect/ Client / Customer, fixed with compatible nuetral alkoxy cure silicone (SGG Glassmate primafix  from saint-gobain  )  on a perfectly leveled 12mm thick water proof marine plywood / MDF / Mineral fibre board which is mounted on the RCC wall/any other structure with a coat of primer applied. Lacquered glass must be made industrially (via curtain coating process); opaque (if viewed against a support wall), coated with PU lacquer (50 micron thick); color consistency (measured by Minolta spectrophotometer CM5081); highly durable (passes PERSOZ hardness test for minimum 220 oscillatios); humid resistant (conforms to BS EN 1036 1999); environmentally friendly (no lead, no arsenic, no copper, no formaldehyde); appropriate recycled content (12% post industrial / 6% post consumer); compressive strenght (1000 MPa) & tensile strenght (40 MPa),same as float glass.  Silicone used should not react with lacquer coating (compatible, alkoxy nuetral core), low VOC content <100g/l, low sag, curing time 36 hrs, medium to high modulus & should be used as per Saint-Gobain application guidelines. For Lift Face Cladding",providing and fixing of thick annealed premium griha rated lacquered glass from saint gobain of approved color by architect client customer fixed with compatible nuetral alkoxy cure silicone sgg glassmate primafix from saint gobain on a perfectly leveled thick water proof marine plywood mdf mineral fibre board which is mounted on the rcc wall any other structure with a coat of primer applied lacquered glass must be made industrially via curtain coating process opaque if viewed against a support wall coated with pu lacquer 50 micron thick color consistency measured by minolta spectrophotometer cm5081 highly durable passes persoz hardness test for minimum 220 oscillatios humid resistant conforms to bs en 1036 1999 environmentally friendly no lead no arsenic no copper no formaldehyde appropriate recycled content 12 post industrial 6 post consumer compressive strenght 1000 mpa tensile strenght 40 mpa same as float glass silicone used should not react with lacquer coating compatible alkoxy nuetral core low voc content 100g l low sag curing time 36 hrs medium to high modulus should be used as per saint gobain application guidelines for lift face cladding,m2,95.425,5333.0,concrete,M20,1.7094,kgCO2e/m2,3119.8081,True,keyword_defaultgrade
PA,STP & UG Sump pump room,stp ug sump pump room,m2,425.0,415.0,concrete,M20,21.3675,kgCO2e/m2,19.422,False,section_context
PA,"Tandur Flooring - Cut to Size : Providing & fixing 18mm-20mm Tandur stone flooring laid over a minimum of 20mm thick CM 1:5 with edge chamfer, curing etc,. Complete.
Location: STP ( Tread, Riser, landing) ",tandur flooring cut to size providing fixing tandur stone flooring laid over a minimum of thick cm 1 5 with edge chamfer curing etc complete location stp tread riser landing,m2,40.0,1812.0,concrete,M20,5.698,kgCO2e/m2,318.0063,False,section_context
PA,For Refuge area,for refuge area,m2,2100.0,415.0,concrete,M20,21.3675,kgCO2e/m2,19.422,False,section_context
PA,Specification & scope of work same as above but for Toilet Counter with 20mm lipping,specification scope of work same as above but for toilet counter with lipping,m2,2582.0,6504.0,concrete,M20,21.3675,kgCO2e/m2,304.3875,False,section_context
PA,100mm Wide Granite Threshold For Main Door,wide granite threshold for main door,m,1023.75,745.0,concrete,M20,284.9,kgCO2e/m3,2.615,False,section_context
PA,Width - 175mm - toilet ledge walls,width toilet ledge walls,m,6713.200000000001,932.0,concrete,M20,284.9,kgCO2e/m3,3.2713,False,section_context
PA,Location - Window Sill  - (Width 190 mm),location window sill width,m,10669.825,930.0,concrete,M20,284.9,kgCO2e/m3,3.2643,False,section_context
PA,Balcony/Sitout railing areas  - ( Width 200mm),balcony sitout railing areas width,m,3664.6,826.0,concrete,M20,284.9,kgCO2e/m3,2.8993,False,section_context
PA,"Toilet,Balconies & Utilities Drops and Wet/Dry area (Granite lining)",toilet balconies utilities drops and wet dry area granite lining,m,10133.54,378.0,concrete,M20,284.9,kgCO2e/m3,1.3268,False,section_context
PA,"Providing  & Laying Vitrified Tiles of Kajaria /Nitco or equivalent  reputed  make  600  x 600mm  size , 10mm  thick   Vitrified   tile  of   1st  class  quality  in  approved colors/shades   to  floor  in  required  position set  on  bed  of  cement  mortar  1:6  (1 Cement  :  6  Manufactured   Sand)  of minimum  20mm  thk incl cement slurry matching the design patterns, Joints to run continuous horizontally and vertically with 2mm spacers, leveling, lining, grouting the joints with cementatious grout of balendura/laticrete or equivalent make to match the colour of the tile, rubbing, washing, curing, cleaning and protecting finished surface from scratches, damage,stains and other damages at level with POP over bubbled polythene sheet or equivalent etc., complete. ",providing laying vitrified tiles of kajaria nitco or equivalent reputed make 600 x size thick vitrified tile of 1st class quality in approved colors shades to floor in required position set on bed of cement mortar 1 6 1 cement 6 manufactured sand of minimum thk incl cement slurry matching the design patterns joints to run continuous horizontally and vertically with spacers leveling lining grouting the joints with cementatious grout of balendura laticrete or equivalent make to match the colour of the tile rubbing washing curing cleaning and protecting finished surface from scratches damage stains and other damages at level with pop over bubbled polythene sheet or equivalent etc complete,m2,553.1800000000001,1125.0,tile,,0.796,kgCO2e/kg,1413.3166,True,keyword
PA,Main door D1 - 1.05m x 2.35m ,main door d1 1 05m x 2 35m,no.s,939.0,40349.0,paint,,2.152,kgCO2e/kg,18749.5353,True,section_context
PA,D2 - 0.90m x 2.10m,d2 0 90m x 2 10m,no.s,2852.0,17834.0,paint,,2.152,kgCO2e/kg,8287.1747,True,section_context
PA,D2b - 0.90m x 2.35m,d2b 0 90m x 2 35m,no.s,270.0,19019.0,paint,,2.152,kgCO2e/kg,8837.8253,True,section_context
PA,D3 - 0.80m x 2.10m,d3 0 80m x 2 10m,no.s,2858.0,15464.0,paint,,2.152,kgCO2e/kg,7185.8736,True,section_context
PA,D4 - 1.20m x 2.10m,d4 1 20m x 2 10m,no.s,6.0,15464.0,paint,,2.152,kgCO2e/kg,7185.8736,True,section_context
PA,GL1 - 5.2 X 2.25,gl1 5 2 x 2 25,m2,365.89316400000007,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL2 - 2.275 X 2.25,gl2 2 275 x 2 25,m2,59.73069375000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL3 - 2.4 X 2.25,gl3 2 4 x 2 25,m2,110.902176,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL4 - 6.075 X 2.25,gl4 6 075 x 2 25,m2,191.4007725,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL5 - 2.2 X 2.25,gl5 2 2 x 2 25,m2,376.605306,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL6 - 3.05 X 2.25,gl6 3 05 x 2 25,m2,3.203140500000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL7 - 2.138 X 2.25,gl7 2 138 x 2 25,m2,8.98139592,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL8 - 2.425 X 2.25,gl8 2 425 x 2 25,m2,5.0935185,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL9 - 8.85 X 2.25,gl9 8 85 x 2 25,m2,18.58871700000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL10 - 3.062 X 2.25,gl10 3 062 x 2 25,m2,6.431486040000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL11 - 5.895 X 6.85,gl11 5 895 x 6 85,m2,99.94023405,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL12 - 6.025 X 6.85,gl12 6 025 x 6 85,m2,102.14417475000002,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL29 - 7.115 X 3.5,gl29 7 115 x 3 5,m2,32.735545800000004,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL30 - 2.05 X 2.25,gl30 2 05 x 2 25,m2,2.1529305,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL31 - 3.2X 3.5,gl31 3 2x 3 5,m2,7.361471999999999,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL32 - 2.365 X 3.5,gl32 2 365 x 3 5,m2,5.440587900000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL33 - 20.65 X 3.5,gl33 20 65 x 3 5,m2,47.50449900000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL13 - 38.66 X 4.25,gl13 38 66 x 4 25,m2,328.67572199999995,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL14 - 19.985 X 4.25,gl14 19 985 x 4 25,m2,84.95323725000002,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL15 - 84.71 X 1.725,gl15 84 71 x 1 725,m2,146.15397495,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL16 - 49.76 X 1.725,gl16 49 76 x 1 725,m2,85.8531672,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL17 - 65.055 X 1.725,gl17 65 055 x 1 725,m2,112.24231897500002,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL18 - 24.28 X 1.725,gl18 24 28 x 1 725,m2,41.8913766,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL19 - 5.215 X 1.725,gl19 5 215 x 1 725,m2,17.99534835,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL20 - 34.79 X 1.725,gl20 34 79 x 1 725,m2,60.02475255,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL21 - 19.775 X 1.725,gl21 19 775 x 1 725,m2,34.118697375,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL22 - 6.4 X 1.725,gl22 6 4 x 1 725,m2,11.042208,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL23 - 10.905 X 1.725,gl23 10 905 x 1 725,m2,18.814887225,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL24 - 6.49 X 1.725,gl24 6 49 x 1 725,m2,22.394978100000003,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL25 - 9.025 X 1.725,gl25 9 025 x 1 725,m2,31.14247725000001,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL26 - 8.58 X 1.725,gl26 8 58 x 1 725,m2,29.6069202,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL27 (Refer drawing for dimensions),gl27 refer drawing for dimensions,m2,24.154830000000004,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,GL28 - 20.65 X 1.88,gl28 20 65 x 1 88,m2,77.4529875,5202.0,concrete,M20,21.3675,kgCO2e/m2,243.4538,False,section_context_defaultgrade
PA,"Providing, fabricating and fixing of suspended grid false ceiling  by using  7 mm thick Gypsum  board  of approved make with fine textured with  PVC laminated  of size 600mm x 600mm on  silhouette framing. Powder coated  Z angle of size 25 mm x 25mm  perimeter on the wall  with GI/ oxidised /anticorrosive/SS screws and intermediate  powder coated section size 15mm x 6 mm at 600 c/c both way with necessary  GI strips  supports from ceiling and as per drawing/approved sample and directions from EIC.",providing fabricating and fixing of suspended grid false ceiling by using thick gypsum board of approved make with fine textured with pvc laminated of size x on silhouette framing powder coated z angle of size x perimeter on the wall with gi oxidised anticorrosive ss screws and intermediate powder coated section size x at 600 c c both way with necessary gi strips supports from ceiling and as per drawing approved sample and directions from eic,m2,12239.949,930.0,paint,,2.152,kgCO2e/kg,432.1561,False,keyword
PA,"Providing and fixing of 12mm thk  Gypboard false ceiling   with Gypsteel© GI perimeter channels of size 0.55 mm thick ( having one flange of 20 mm and another flange of 30 mm and a web of 27 mm ) on ceiling, screw fixed to ceiling with the help of nylon sleeves and screws, at suitable  centre’s.  Then suspending Gypsteel® GI intermediate  channels of size 45 mm ( 0.9 mm thick with two flanges of 15 mm each ) from the soffit at required centre’s with Gypsteel® ceiling angle of width 25 mm x 10 mm x 0.55 mm thick fixed to soffit with GI cleat and steel expansion fasteners, thehorizontal projection supporting the cove lighting to be backed with proper supports as required for stability ), providing and fixing 12mm thick  GYP board ceiling over the Gyp steel network ( as per IS:2095 Part 1) is then screw fixed to ceiling section with 25 mm drywall screws at 230 mm centres. Rate to include providing necessary clips wherever required ,Screws ,drilling machine ,necessary 2 coats of putty and plastic emulsion painting of approved shade & make with suitable attachments, fixing details all as per the drawings and instructions trap doors,necessary cutting for light fixtures.",providing and fixing of thk gypboard false ceiling with gypsteel gi perimeter channels of size 0 thick having one flange of and another flange of and a web of on ceiling screw fixed to ceiling with the help of nylon sleeves and screws at suitable centre s then suspending gypsteel gi intermediate channels of size 0 thick with two flanges of each from the soffit at required centre s with gypsteel ceiling angle of width x x 0 thick fixed to soffit with gi cleat and steel expansion fasteners thehorizontal projection supporting the cove lighting to be backed with proper supports as required for stability providing and fixing thick gyp board ceiling over the gyp steel network as per is 2095 part 1 is then screw fixed to ceiling section with drywall screws at centres rate to include providing necessary clips wherever required screws drilling machine necessary 2 coats of putty and plastic emulsion painting of approved shade make with suitable attachments fixing details all as per the drawings and instructions trap doors necessary cutting for light fixtures,m2,15207.5,1120.0,paint,,2.152,kgCO2e/kg,520.4461,False,keyword
PA,"Providing ,Fabricating and fixing in position  MS railings  using Tata Tube or equivalent make to 1.05m ht with MS  top rail of 50mm dia tube  supported/welded  to vertical supports of 30x30mm MS box sections embedded to the side of the waist slab at the bottom. Bottom Horizontal rail  of  30mmx30mm MS box section welded to verticals supports , vertical rails of 20mm dia MS tubular pipe welded to horizontal supports  at span 150c/c with a coat of anticorrossive primer all  as per the  drawings. All MS sections to be treated with two coats of enamel painting over a coat of zinc chromate primer and the work to include necessary welding,machinery all leads and lifts complete and protective sheet covering till handover as directed by the Engineer -in-charge. (Considered 18 Kg/ Rmt). For All Staircase & Cutouts in Ground Floor",providing fabricating and fixing in position ms railings using tata tube or equivalent make to 1 05m ht with ms top rail of dia tube supported welded to vertical supports of 30x30mm ms box sections embedded to the side of the waist slab at the bottom bottom horizontal rail of 30mmx30mm ms box section welded to verticals supports vertical rails of dia ms tubular pipe welded to horizontal supports at span 150c c with a coat of anticorrossive primer all as per the drawings all ms sections to be treated with two coats of enamel painting over a coat of zinc chromate primer and the work to include necessary welding machinery all leads and lifts complete and protective sheet covering till handover as directed by the engineer in charge considered 18 kg rmt for all staircase cutouts in ground floor,m,2740.35,2525.0,paint,,2.152,kgCO2e/kg,1173.3271,True,keyword
PA,"Supplying and fixing in position M.S.chequered plate 5mm thick  with necessary supports such as M.S. angles/M.S. flats including stiffeners to be placed on angle iron frame work. (Frame work, angles, stiffeners will be measured under relevant structural steel item). Rate shall include necessary scaffolding, making necessary cutouts for inserts, applying one coat of Zinc chromate/Phosphate primer and two coats of first quality synthetic enamel paint of approved make etc complete,as directed. AC Ledges",supplying and fixing in position m s chequered plate thick with necessary supports such as m s angles m s flats including stiffeners to be placed on angle iron frame work frame work angles stiffeners will be measured under relevant structural steel item rate shall include necessary scaffolding making necessary cutouts for inserts applying one coat of zinc chromate phosphate primer and two coats of first quality synthetic enamel paint of approved make etc complete as directed ac ledges,kg,170534.8345875,93.0,steel,Fe500,1.72,kgCO2e/kg,54.0698,False,keyword
PA,"Providing  and applying  plastic  emulsion  paint for interiors  walls with 2 coats of Birla white   wall   putty   +1  coat   of  w/b   primer   and   two  coats   of   emulsion   paint   of asian/berger/jotun make, for walls of approved  colour.  And preparing  the surface  by cleaning/sanding, filling  up  the  cracks  with  crack  filler,  erecting  and  dismantling  of scaffolding  as & when  it is required,  finishing  the surface  with roller  etc., complete. Note: Contractor  shall arrange  for his own scaffolding  materials,  ladders  etc., legs of the  ladders  shall  be  covered  properly  with  gunny  bags  so  that  floor  does  not  get damaged. Floor shall be properly covered with plastic sheets to avoid spillage of paint while  applying  etc.,  complete   with  all  leads  &  lifts  at  all  levels  complete  and  as per the instructions of the Engineer in charge.",providing and applying plastic emulsion paint for interiors walls with 2 coats of birla white wall putty 1 coat of w b primer and two coats of emulsion paint of asian berger jotun make for walls of approved colour and preparing the surface by cleaning sanding filling up the cracks with crack filler erecting and dismantling of scaffolding as when it is required finishing the surface with roller etc complete note contractor shall arrange for his own scaffolding materials ladders etc legs of the ladders shall be covered properly with gunny bags so that floor does not get damaged floor shall be properly covered with plastic sheets to avoid spillage of paint while applying etc complete with all leads lifts at all levels complete and as per the instructions of the engineer in charge,m2,340057.2729,157.0,paint,,2.152,kgCO2e/kg,72.9554,False,keyword
PA,Lobby area upto sill 1.2 m,lobby area upto sill 1 2 m,m2,2012.59,157.0,paint,,2.152,kgCO2e/kg,72.9554,False,section_context
PA,"Providing and applying Plastic emulsion paint for interior ceiling  with 2 coats of Birla white putty +1 coat of w/b primer and two coats of  emulsion paint of asian/berger/jotun make,  of approved colour.  And preparing the surface by cleaning/sanding, filling up the cracks with crack filler, erecting and dismantling of scaffolding as & when it is required, finishing the surface with roller etc., complete. Note: Contractor shall arrange for his own scaffolding materials, ladders etc., legs of the ladders shall be covered properly with gunny bags so that floor does not get damaged. Floor shall be properly covered with plastic sheets to avoid spillage of paint while applying etc., complete  with all leads & lifts at all levels complete and as directed by Engineer-in-charge. ",providing and applying plastic emulsion paint for interior ceiling with 2 coats of birla white putty 1 coat of w b primer and two coats of emulsion paint of asian berger jotun make of approved colour and preparing the surface by cleaning sanding filling up the cracks with crack filler erecting and dismantling of scaffolding as when it is required finishing the surface with roller etc complete note contractor shall arrange for his own scaffolding materials ladders etc legs of the ladders shall be covered properly with gunny bags so that floor does not get damaged floor shall be properly covered with plastic sheets to avoid spillage of paint while applying etc complete with all leads lifts at all levels complete and as directed by engineer in charge,m2,89284.68900000001,157.0,paint,,2.152,kgCO2e/kg,72.9554,False,keyword
